paper_id,year,author_name,affiliation_string,institution_type
2205.07502,2022,Qibin Zheng,"Academy of Military Science, Haidian, Beijing, 100091, China",military research academy
2205.07502,2022,Zhisong Pan,"Command and Control Engineering College, Army Engineering University of PLA, Nanjing 210007, China",military university
2201.07032,2022,Marcus Weber,"Zuse Institute Berlin (ZIB), Takustraße 7, 14195 Berlin, Germany",government-affiliated research institute
2201.07032,2022,Konstantin Fackeldey,"TU Berlin, Mathematics, Str. des 17. Juni 136, 10623 Berlin, Germany; also affiliated with Zuse Institute Berlin (ZIB)",research university
2202.09722,2022,Zixuan Cao,"Peking University, Beijing, China",research university
2202.09722,2022,Mengzhi Shi,"Peking University, Beijing, China",research university
2202.09722,2022,Zhanbo Zhao,"Peking University, Beijing, China",research university
2202.09722,2022,Xiujun Ma,"Peking University, Beijing, China",research university
2202.01030,2022,Tom Krüger,"Institute of Theoretical Computer Science, Universität Ulm, 89069 Ulm, Germany",research university
2202.01030,2022,Jan-Hendrik Lorenz,"Institute of Theoretical Computer Science, Universität Ulm, 89069 Ulm, Germany",research university
2202.01030,2022,Florian Wörz,"Institute of Theoretical Computer Science, Universität Ulm, 89069 Ulm, Germany",research university
2202.01256,2022,Jianye Hao,Huawei Noah's Ark Lab,industry research lab
2202.01256,2022,Jiawen Lu,Huawei Noah's Ark Lab,industry research lab
2202.01256,2022,Xijun Li,Huawei Noah's Ark Lab,industry research lab
2202.01256,2022,Xialiang Tong,Huawei Noah's Ark Lab,industry research lab
2202.01256,2022,Xiang Xiang,Huawei Noah's Ark Lab,industry research lab
2202.01256,2022,Mingxuan Yuan,Huawei Noah's Ark Lab,industry research lab
2202.01256,2022,Hankz Hankui Zhuo,Sun Yat-sen University,research university
2205.07635,2022,Anatol Slissenko,"Laboratory for Algorithmics, Complexity and Logic (LACL), University Paris East Créteil (UPEC), 61 av. du Général de Gaulle, 94010, Créteil, France",research university
2207.10991,2022,Maria De-Arteaga,"The McCombs School of Business, The University of Texas at Austin, 2110 Speedway, Austin, Texas 78705, USA",research university
2207.10991,2022,Stefan Feuerriegel,"LMU Munich, Geschwister-Scholl-Platz 1, 80539 Munich, Germany",research university
2207.10991,2022,Maytal Saar-Tsechansky,"The McCombs School of Business, The University of Texas at Austin, 2110 Speedway, Austin, Texas 78705, USA",research university
2201.10334,2022,Michael Beukman,University of the Witwatersrand (inferred from co-authors' shared institution),research university
2201.10334,2022,Steven James,University of the Witwatersrand (inferred from co-authors' shared institution),research university
2201.10334,2022,Christopher Cleghorn,University of the Witwatersrand (inferred from co-authors' shared institution),research university
2206.05675,2022,Zhen Guo,"Department of Computer Science, Virginia Tech, USA",research university
2206.05675,2022,Zelin Wan,"Department of Computer Science, Virginia Tech, USA",research university
2206.05675,2022,Qisheng Zhang,"Department of Computer Science, Virginia Tech, USA",research university
2206.05675,2022,Xujiang Zhao,"Department of Computer Science, University of Texas at Dallas, USA",research university
2206.05675,2022,Feng Chen,"Department of Computer Science, University of Texas at Dallas, USA",research university
2206.05675,2022,Jin-Hee Cho,"Department of Computer Science, Virginia Tech, USA",research university
2206.05675,2022,Qi Zhang,"Department of Computer Science, Virginia Tech, USA",research university
2206.05675,2022,Lance M. Kaplan,"US Army Research Laboratory, Adelphi, MD, USA",government lab
2206.05675,2022,Dong H. Jeong,"Department of Computer Science of Information Technology, University of the District of Columbia, USA",research university
2206.05675,2022,Audun Jøsang,"Department of Informatics, University of Oslo, Norway",research university
2208.05627,2022,Anj Simmons,"Applied Artificial Intelligence Institute, Deakin University, Geelong, Australia",research university
2208.05627,2022,Rajesh Vasa,"Applied Artificial Intelligence Institute, Deakin University, Geelong, Australia",research university
2208.05627,2022,Antonio Giardina,"Applied Artificial Intelligence Institute, Deakin University, Geelong, Australia",research university
2206.07167,2022,Thiloshon Nagarajah,"Information Sciences Institute, University of Southern California",research university
2206.07167,2022,Filip Ilievski,"Information Sciences Institute, University of Southern California",research university
2206.07167,2022,Jay Pujara,"Information Sciences Institute, University of Southern California",research university
2208.08035,2022,Bingbing Wen,University of Washington,research university
2208.08035,2022,Xiaoning Bu,University of Washington,research university
2208.08035,2022,Chirag Shah,University of Washington,research university
2209.07667,2022,Avijit Ghosh,Northeastern University,research university
2209.07667,2022,Genoveva Fossas,Northeastern University,research university
2202.04890,2022,Julie Imbert,"Preligens (ex-Earthcube), Paris, France",AI/tech company
2202.04890,2022,Gohar Dashyan,"Preligens (ex-Earthcube), Paris, France",AI/tech company
2202.04890,2022,Alex Goupilleau,"Preligens (ex-Earthcube), Paris, France",AI/tech company
2202.04890,2022,Tugdual Ceillier,"Preligens (ex-Earthcube), Paris, France",AI/tech company
2202.04890,2022,Marie-Caroline Corbineau,"Preligens (ex-Earthcube), Paris, France",AI/tech company
2205.03447,2022,Yuan He,"Department of Computer Science, University of Oxford, UK",research university
2205.03447,2022,Jiaoyan Chen,"Department of Computer Science, University of Oxford, UK",research university
2205.03447,2022,Hang Dong,"Department of Computer Science, University of Oxford, UK",research university
2205.03447,2022,Ernesto Jiménez-Ruiz,"City, University of London, UK; University of Oslo, Norway",research university
2205.03447,2022,Ali Hadian,"Samsung Research, UK",industry research lab
2205.03447,2022,Ian Horrocks,"Department of Computer Science, University of Oxford, UK",research university
2201.03709,2022,Andrew Butcher,"DeepMind Technologies, Ltd. Edmonton, Alberta, Canada",industry research lab
2201.03709,2022,Michael Bradley Johanson,"DeepMind Technologies, Ltd. Edmonton, Alberta, Canada",industry research lab
2201.03709,2022,Elnaz Davoodi,"DeepMind Technologies, Ltd. Edmonton, Alberta, Canada",industry research lab
2201.03709,2022,Dylan J. A. Brenneis,"DeepMind Technologies, Ltd. Edmonton, Alberta, Canada",industry research lab
2201.03709,2022,Leslie Acker,"DeepMind Technologies, Ltd. Edmonton, Alberta, Canada",industry research lab
2201.03709,2022,Adam S. R. Parker,"University of Alberta Edmonton, Alberta, Canada",research university
2201.03709,2022,Adam White,"DeepMind Technologies, Ltd. & University of Alberta & Alberta Machine Intelligence Institute Edmonton, Alberta, Canada",industry research lab and research university and nonprofit institute
2201.03709,2022,Joseph Modayil,"DeepMind Technologies, Ltd. Edmonton, Alberta, Canada",industry research lab
2201.03709,2022,Patrick M. Pilarski,"DeepMind Technologies, Ltd. & University of Alberta & Alberta Machine Intelligence Institute Edmonton, Alberta, Canada",industry research lab and research university and nonprofit institute
2204.04242,2022,Arnold Hien,"CNRS-UMR GREYC, Normandie Univ., UNICAEN, Caen, 14032, France",public research university with CNRS lab
2204.04242,2022,Samir Loudni,"TASC (LS2N-CNRS), IMT Atlantique, 4 rue Alfred Kastler, Nantes, 44300, France",engineering school with CNRS lab
2204.04242,2022,Noureddine Aribi,"LITIO, University of Oran1, Oran, 31000, Algeria",public research university
2204.04242,2022,Abdelkader Ouali,"CNRS-UMR GREYC, Normandie Univ., UNICAEN, Caen, 14032, France",public research university with CNRS lab
2204.04242,2022,Albrecht Zimmermann,"CNRS-UMR GREYC, Normandie Univ., UNICAEN, Caen, 14032, France",public research university with CNRS lab
2209.01535,2022,Kazi Ashik Islam,"Biocomplexity Institute, University of Virginia",research university
2209.01535,2022,Da Qi Chen,"Biocomplexity Institute, University of Virginia",research university
2209.01535,2022,Madhav Marathe,"Biocomplexity Institute, University of Virginia",research university
2209.01535,2022,Henning Mortveit,"Biocomplexity Institute, University of Virginia",research university
2209.01535,2022,Samarth Swarup,"Biocomplexity Institute, University of Virginia",research university
2209.01535,2022,Anil Vullikanti,"Biocomplexity Institute, University of Virginia",research university
2206.02216,2022,Erik Skalnes,eas2301@columbia.edu,research university
2208.03423,2022,Manuel Paredes,"LGMT, INSA, 135 avenue de Rangueil 31077 Toulouse Cedex 4",engineering school / grande école
2208.03423,2022,Marc Sartor,"LGMT, INSA, 135 avenue de Rangueil 31077 Toulouse Cedex 4",engineering school / grande école
2208.03423,2022,Cédric Masclet,"LGMT, INSA, 135 avenue de Rangueil 31077 Toulouse Cedex 4",engineering school / grande école
2205.03151,2022,Wolfgang Dvořák,"TU Wien, Institute of Logic and Computation",research university
2205.03151,2022,Matthias König,"TU Wien, Institute of Logic and Computation",research university
2205.03151,2022,Markus Ulbricht,"Leipzig University, Department of Computer Science",research university
2205.03151,2022,Stefan Woltran,"TU Wien, Institute of Logic and Computation",research university
2206.07988,2022,Prashant Kodali,International Institute of Information Technology Hyderabad,research university
2206.07988,2022,Tanmay Sachan,International Institute of Information Technology Hyderabad,research university
2206.07988,2022,Akshay Goindani,International Institute of Information Technology Hyderabad,research university
2206.07988,2022,Anmol Goel,International Institute of Information Technology Hyderabad,research university
2206.07988,2022,Naman Ahuja,International Institute of Information Technology Hyderabad,research university
2206.07988,2022,Manish Shrivastava,International Institute of Information Technology Hyderabad,research university
2206.07988,2022,Ponnurangam Kumaraguru,International Institute of Information Technology Hyderabad,research university
2206.11996,2022,Rex Chen,"Institute of Software Research, School of Computer Science, Carnegie Mellon University",research university
2206.11996,2022,Fei Fang,"Institute of Software Research, School of Computer Science, Carnegie Mellon University",research university
2206.11996,2022,Norman Sadeh,"Institute of Software Research, School of Computer Science, Carnegie Mellon University",research university
2203.16275,2022,Emery Neufeld,"Faculty of Informatics, TU Wien, Austria",research university
2207.14760,2022,Hang Chu,Autodesk AI Lab,industry research lab
2207.14760,2022,Amir Hosein Khasahmadi,Autodesk AI Lab,industry research lab
2207.14760,2022,Karl D. D. Willis,Autodesk AI Lab,industry research lab
2207.14760,2022,Fraser Anderson,Autodesk Research,industry research lab
2207.14760,2022,Yaoli Mao,Autodesk Research,industry research lab
2207.14760,2022,Linh Tran,Autodesk AI Lab,industry research lab
2207.14760,2022,Justin Matejka,Autodesk Research,industry research lab
2207.14760,2022,Jo Vermeulen,Autodesk Research,industry research lab
2206.00474,2022,Yuri Nakao,"Artificial Intelligence Laboratory, Fujitsu Laboratories Ltd., Kawasaki-city, Japan",corporate research lab
2206.00474,2022,Lorenzo Strappelli,"Centre for HCI Design, City, University of London, London, UK",research university
2206.00474,2022,Simone Stumpf,"Centre for HCI Design, City, University of London, London, UK",research university
2206.00474,2022,Aisha Naseer,"Fujitsu Laboratories of Europe, Hayes, UK",corporate research lab
2206.00474,2022,Daniele Regoli,"Intesa Sanpaolo S.p.A., Turin, Italy",financial institution
2206.00474,2022,Giulia Del Gamba,"Intesa Sanpaolo S.p.A., Turin, Italy",financial institution
2205.13504,2022,Ailing Zeng,The Chinese University of Hong Kong,research university
2205.13504,2022,Muxi Chen,The Chinese University of Hong Kong,research university
2205.13504,2022,Lei Zhang,International Digital Economy Academy (IDEA),industry research lab
2205.13504,2022,Qiang Xu,The Chinese University of Hong Kong,research university
2201.11876,2022,Grégoire Sergeant-Perthuis,"Univ. Artois, UR 2462, Laboratoire de Mathématiques de Lens (LML), F-62300 Lens, France",research university
2209.03990,2022,Zlatan Ajanović,"Delft University of Technology, Delft, The Netherlands",research university
2209.03990,2022,Emina Aličković,"Linköping University, Linköping, Sweden",research university
2209.03990,2022,Aida Branković,"CSIRO, Health Intelligence & The University of Queensland, Queensland, Australia",national research agency and research university
2209.03990,2022,Sead Delalić,"University of Sarajevo & Infobip, Sarajevo, Bosnia and Herzegovina",research university and tech company
2209.03990,2022,Eldar Kurtić,"IST Austria, Vienna, Austria",research institute
2209.03990,2022,Salem Malikić,"National Institutes of Health, Bethesda, MD, USA",government research institute
2209.03990,2022,Adnan Mehonić,"University College London, London, UK",research university
2209.03990,2022,Hamza Merzić,"Google DeepMind, London, UK",industry research lab
2209.03990,2022,Kenan Šehić,"Lund University, Lund, Sweden",research university
2209.03990,2022,Bahrudin Trbalić,"Stanford University, Stanford, CA, USA",research university
2206.03491,2022,Adrien Raison,"University of Poitiers, Poitiers, France",research university
2206.03491,2022,Pascal Bourdon,"University of Poitiers, Poitiers, France",research university
2206.03491,2022,David Helbert,"University of Poitiers, Poitiers, France",research university
2206.06202,2022,Quinten Van Baelen,"KU Leuven, Dept. of Computer Science, ADVISE-DTAI, Kleinhoefstraat 4, B-2440 Geel, Belgium; Leuven.AI - KU Leuven institute for AI; Flanders Make - DTAI-FET",research university
2206.06202,2022,Peter Karsmakers,"KU Leuven, Dept. of Computer Science, ADVISE-DTAI, Kleinhoefstraat 4, B-2440 Geel, Belgium; Leuven.AI - KU Leuven institute for AI; Flanders Make - DTAI-FET",research university
2306.07353,2023,Damien Pellier,"University of Grenoble Alpes, LIG, Grenoble, France",research university
2306.07353,2023,Alexandre Albore,"ONERA/DTIS, University of Toulouse, France",national aerospace research lab
2306.07353,2023,Humbert Fiorino,"University of Grenoble Alpes, LIG, Grenoble, France",research university
2306.07353,2023,Rafael Bailon-Ruiz,"ONERA/DTIS, University of Toulouse, France",national aerospace research lab
2306.05801,2023,Andrea Apicella,"Dipartimento di Ingegneria Elettrica e delle Tecnologie dell'Informazione, Università degli Studi di Napoli Federico II, Naples, Italy; Laboratory of Augmented Reality for Health Monitoring (ARHeMLab); Laboratory of Artificial Intelligence, Privacy & Applications (AIPA Lab)",research university
2306.05801,2023,Luca Di Lorenzo,"Dipartimento di Ingegneria Elettrica e delle Tecnologie dell'Informazione, Università degli Studi di Napoli Federico II, Naples, Italy",research university
2306.05801,2023,Francesco Isgrò,"Dipartimento di Ingegneria Elettrica e delle Tecnologie dell'Informazione, Università degli Studi di Napoli Federico II, Naples, Italy; Laboratory of Augmented Reality for Health Monitoring (ARHeMLab); Laboratory of Artificial Intelligence, Privacy & Applications (AIPA Lab)",research university
2306.05801,2023,Andrea Pollastro,"Dipartimento di Ingegneria Elettrica e delle Tecnologie dell'Informazione, Università degli Studi di Napoli Federico II, Naples, Italy; Laboratory of Augmented Reality for Health Monitoring (ARHeMLab); Laboratory of Artificial Intelligence, Privacy & Applications (AIPA Lab)",research university
2306.05801,2023,Roberto Prevete,"Dipartimento di Ingegneria Elettrica e delle Tecnologie dell'Informazione, Università degli Studi di Napoli Federico II, Naples, Italy; Laboratory of Augmented Reality for Health Monitoring (ARHeMLab); Laboratory of Artificial Intelligence, Privacy & Applications (AIPA Lab)",research university
2303.07957,2023,Kazem Taghandiki,"Department of Computer Engineering, Technical and Vocational University (TVU), Tehran, Iran",technical university
2303.07957,2023,Mohammad Hassan Ahmadi,"Department of Electrical Engineering, Technical and Vocational University (TVU), Tehran, Iran",technical university
2303.07957,2023,Elnaz Rezaei Ehsan,"Master's degree, industrial engineering, system management and productivity, Iran University of Science and Technology",research university
2302.01241,2023,Brian Y. Lim,"Department of Computer Science, National University of Singapore, Singapore, Singapore",research university
2302.01241,2023,Joseph P. Cahaly,"Massachusetts Institute of Technology, Cambridge, Massachusetts, USA",research university
2302.01241,2023,Chester Y. F. Sng,"National University of Singapore, Singapore, Singapore",research university
2302.01241,2023,Adam Chew,"National University of Singapore, Singapore, Singapore",research university
2303.01300,2023,Andrew Fuchs,"Universitá di Pisa, Department of Computer Science; Institute for Informatics and Telematics (IIT), National Research Council (CNR)",research university / national research council
2303.01300,2023,Andrea Passarella,"Institute for Informatics and Telematics (IIT), National Research Council (CNR)",national research council lab
2303.01300,2023,Marco Conti,"Institute for Informatics and Telematics (IIT), National Research Council (CNR)",national research council lab
2306.17408,2023,Zijian Cai,"Xi'an Jiaotong University, Xi'an, Shaanxi, China",research university
2306.17408,2023,Zhaoxuan Tan,"University of Notre Dame, Notre Dame, IN, USA",research university
2306.17408,2023,Zhenyu Lei,"University of Virginia, Charlottesville, VA, USA",research university
2306.17408,2023,Zifeng Zhu,"Xi'an Jiaotong University, Xi'an, Shaanxi, China",research university
2306.17408,2023,Hongrui Wang,"Xi'an Jiaotong University, Xi'an, Shaanxi, China",research university
2306.17408,2023,Qinghua Zheng,"Xi'an Jiaotong University, Xi'an, Shaanxi, China",research university
2306.17408,2023,Minnan Luo,"Xi'an Jiaotong University, Xi'an, Shaanxi, China",research university
2302.11761,2023,Gongpu Chen,"Department of Electrical and Electronic Engineering, Imperial College London, SW7 2AZ, London, UK",research university
2302.11761,2023,Soung-Chang Liew,"Department of Information Engineering, The Chinese University of Hong Kong, Shatin, Hong Kong SAR, China",research university
2302.00561,2023,Amy Smith,"School of Electronic Engineering and Computer Science, Queen Mary University London",research university
2302.00561,2023,Hope Schroeder,MIT Media Lab,research university
2302.00561,2023,Ziv Epstein,MIT Media Lab,research university
2302.00561,2023,Michael Cook,"Department of Informatics, King's College London",research university
2302.00561,2023,Simon Colton,"School of Electronic Engineering and Computer Science, Queen Mary University London; SensiLab, Faculty of Information Technology, Monash University",research university
2302.00561,2023,Andrew Lippman,MIT Media Lab,research university
2303.05038,2023,Benedict Quartey,"Department of Computer Science, Brown University",research university
2303.05038,2023,Ankit Shah,"Department of Computer Science, Brown University",research university
2303.05038,2023,George Konidaris,"Department of Computer Science, Brown University",research university
2301.06926,2023,Dung Nguyen,"Applied Artificial Intelligence Institute (A2I2), Deakin University, Geelong, Australia",research university
2301.06926,2023,Phuoc Nguyen,"Applied Artificial Intelligence Institute (A2I2), Deakin University, Geelong, Australia",research university
2301.06926,2023,Hung Le,"Applied Artificial Intelligence Institute (A2I2), Deakin University, Geelong, Australia",research university
2301.06926,2023,Kien Do,"Applied Artificial Intelligence Institute (A2I2), Deakin University, Geelong, Australia",research university
2301.06926,2023,Svetha Venkatesh,"Applied Artificial Intelligence Institute (A2I2), Deakin University, Geelong, Australia",research university
2301.06926,2023,Truyen Tran,"Applied Artificial Intelligence Institute (A2I2), Deakin University, Geelong, Australia",research university
2304.11794,2023,Jun Wu,"Georgia Institute of Technology, Atlanta, United States",research university
2304.11794,2023,Xuesong Ye,"Trine University, Phoenix, United States",teaching university
2304.11794,2023,Chengjie Mou,"Trine University, Phoenix, United States",teaching university
2304.11794,2023,Weinan Dai,"Trine University, Phoenix, United States",teaching university
2302.10146,2023,Abeer Abdullah Alaql,"Department of Computer Science, Faculty of Computing and Information Technology, King Abdulaziz University, Jeddah 21589, Saudi Arabia",research university
2302.10146,2023,Fahad Alqurashi,"Department of Computer Science, Faculty of Computing and Information Technology, King Abdulaziz University, Jeddah 21589, Saudi Arabia",research university
2302.10146,2023,Rashid Mehmood,"High Performance Computing Center, King Abdulaziz University, Jeddah 21589, Saudi Arabia",research university
2303.13168,2023,Didier Dubois,"IRIT-CNRS, Université Paul Sabatier, Toulouse, France",public research university with national lab
2303.13168,2023,Lluis Godo,"IIIA-CSIC, Bellaterra, Spain",national research council institute
2303.13168,2023,Henri Prade,"IRIT-CNRS, Université Paul Sabatier, Toulouse, France",public research university with national lab
2306.04274,2023,Richard Blythman,"Algovera, Ireland",AI startup
2306.04274,2023,Mohamed Arshath,"Algovera, Malaysia",AI startup
2306.04274,2023,Salvatore Vivona,"Algovera, Canada",AI startup
2306.04274,2023,Jakub Smékal,"Algovera, United Kingdom",AI startup
2306.04274,2023,Hithesh Shaji,"Algovera, Ireland",AI startup
2306.11755,2023,Yaroslav Kivva,"School of Computer and Communication Sciences, EPFL, Lausanne, Switzerland",research university
2306.11755,2023,Jalal Etesami,"School of Computer and Communication Sciences, EPFL, Lausanne, Switzerland; TUM School of Computation, Information and Technology, Technical University of Munich",research university
2306.11755,2023,Negar Kiyavash,"School of Computer and Communication Sciences, EPFL, Lausanne, Switzerland; College of Management of Technology, EPFL, Lausanne, Switzerland",research university
2304.08861,2023,Lukas-Valentin Herm,"University of Würzburg, Würzburg, Germany",research university
2306.04025,2023,Mahault Albarracin,"VERSES Research Lab, Los Angeles, CA 90016, USA; Département d'informatique, Université du Québec à Montréal, Montréal, Canada",industry research lab / research university
2306.04025,2023,Inês Hipólito,"VERSES Research Lab, Los Angeles, CA 90016, USA; Berlin School of Mind & Brain, Humboldt-Universität zu Berlin, Berlin, Germany; Department of Philosophy, Macquarie University, Sydney, New South Wales, Australia",industry research lab / research university
2306.04025,2023,Safae Essafi Tremblay,"VERSES Research Lab, Los Angeles, CA 90016, USA; Département de philosophie, Université du Québec à Montréal, Montréal, Canada",industry research lab / research university
2306.04025,2023,Jason G. Fox,"VERSES Research Lab, Los Angeles, CA 90016, USA",industry research lab
2306.04025,2023,Gabriel René,"VERSES Research Lab, Los Angeles, CA 90016, USA",industry research lab
2306.04025,2023,Karl Friston,"VERSES Research Lab, Los Angeles, CA 90016, USA; Wellcome Centre for Human Neuroimaging, University College London, London, UK",industry research lab / research university
2306.04025,2023,Maxwell J. D. Ramstead,"VERSES Research Lab, Los Angeles, CA 90016, USA; Wellcome Centre for Human Neuroimaging, University College London, London, UK",industry research lab / research university
2305.12738,2023,Chi Han,University of Illinois Urbana-Champaign,research university
2305.12738,2023,Qizheng He,University of Illinois Urbana-Champaign,research university
2305.12738,2023,Charles Yu,University of Illinois Urbana-Champaign,research university
2305.12738,2023,Xinya Du,The University of Texas at Dallas,research university
2305.12738,2023,Hanghang Tong,University of Illinois Urbana-Champaign,research university
2305.12738,2023,Heng Ji,University of Illinois Urbana-Champaign,research university
2303.04217,2023,Philipp Berens,"Universität Tübingen, DE",research university
2303.04217,2023,Kyle Cranmer,"University of Wisconsin - Madison, USA",research university
2303.04217,2023,Neil D. Lawrence,"University of Cambridge, UK",research university
2303.04217,2023,Ulrike von Luxburg,"Universität Tübingen, DE",research university
2303.04217,2023,Jessica Montgomery,"University of Cambridge, UK",research university
2305.06951,2023,Viet-Man Le,"Graz University of Technology, Graz, Austria",research university
2305.06951,2023,Cristian Vidal Silva,"Universidad de Talca, Talca, Chile",research university
2305.06951,2023,Alexander Felfernig,"Graz University of Technology, Graz, Austria",research university
2305.06951,2023,David Benavides,"University of Sevilla, Seville, Spain",research university
2305.06951,2023,José Galindo,"University of Sevilla, Seville, Spain",research university
2305.06951,2023,Thi Ngoc Trang Tran,"Graz University of Technology, Graz, Austria",research university
2305.16708,2023,Yi Loo,Singapore University of Technology and Design (SUTD),research university
2305.16708,2023,Chen Gong,Singapore University of Technology and Design (SUTD),research university
2305.16708,2023,Malika Meghjani,Singapore University of Technology and Design (SUTD),research university
2306.00480,2023,Jonathan Feldstein,"University of Edinburgh, Edinburgh, United Kingdom; BENNU.AI, Edinburgh, United Kingdom",research university / AI startup
2306.00480,2023,Modestas Jurčius,"University of Edinburgh, Edinburgh, United Kingdom; Mintis AI, Kaunas, Lithuania",research university / AI startup
2306.00480,2023,Efthymia Tsamoura,"Samsung AI, Cambridge, United Kingdom",industry research lab
2301.10034,2023,Shaofei Cai,"Institute for Artificial Intelligence, Peking University; School of Intelligence Science and Technology, Peking University",research university
2301.10034,2023,Zihao Wang,"Institute for Artificial Intelligence, Peking University; School of Intelligence Science and Technology, Peking University",research university
2301.10034,2023,Xiaojian Ma,"Computer Science Department, University of California, Los Angeles",research university
2301.10034,2023,Anji Liu,"Computer Science Department, University of California, Los Angeles",research university
2301.10034,2023,Yitao Liang,"Institute for Artificial Intelligence, Peking University; Beijing Institute for General Artificial Intelligence (BIGAI)",research university and nonprofit research institute
2302.09425,2023,James Ainooson,"Department of Computer Science, Vanderbilt University",research university
2302.09425,2023,Deepayan Sanyal,"Department of Computer Science, Vanderbilt University",research university
2302.09425,2023,Joel P. Michelson,"Department of Computer Science, Vanderbilt University",research university
2302.09425,2023,Yuan Yang,"Department of Computer Science, Vanderbilt University",research university
2302.09425,2023,Maithilee Kunda,"Department of Computer Science, Vanderbilt University",research university
2304.01503,2023,Jonathan D. Freedman,"Division of Plastic Surgery, Department of Surgery, University of Colorado",research university medical center
2304.01503,2023,Ian A. Nappier,"Division of Plastic Surgery, Department of Surgery, University of Colorado",research university medical center
2302.14442,2023,Shreevignesh Suriyanarayanan,"Machine Learning Lab, IIIT Hyderabad",research university
2302.14442,2023,Praveen Paruchuri,"Machine Learning Lab, IIIT Hyderabad",research university
2302.14442,2023,Girish Varma,"Machine Learning Lab, IIIT Hyderabad",research university
2301.13576,2023,Pierre-Etienne Martin,"CCP Department, Max Planck Institute for Evolutionary Anthropology, D-04103 Leipzig, Germany",national research institute
2301.13576,2023,Jordan Calandre,"MIA, La Rochelle University, La Rochelle, France",research university
2301.13576,2023,Boris Mansencal,"Univ. Bordeaux, CNRS, Bordeaux INP, LaBRI, Talence, France",research university
2301.13576,2023,Jenny Benois-Pineau,"Univ. Bordeaux, CNRS, Bordeaux INP, LaBRI, Talence, France",research university
2301.13576,2023,Renaud Péteri,"MIA, La Rochelle University, La Rochelle, France",research university
2301.13576,2023,Laurent Mascarilla,"MIA, La Rochelle University, La Rochelle, France",research university
2301.13576,2023,Julien Morlier,"IMS, University of Bordeaux, Talence, France",research university
2305.18071,2023,Robert Loftin,"Delft University of Technology, Delft, The Netherlands",research university
2305.18071,2023,Mustafa Mert Çelikok,"Aalto University, Espoo, Finland",research university
2305.18071,2023,Frans A. Oliehoek,"Delft University of Technology, Delft, The Netherlands",research university
2306.02488,2023,Xiaoting Li,"Pennsylvania State University, University Park, PA, 16802, USA",research university
2306.02488,2023,Lingwei Chen,"Wright State University, Dayton, OH, 45435, USA",research university
2306.02488,2023,Dinghao Wu,"Pennsylvania State University, University Park, PA, 16802, USA",research university
2303.02655,2023,Manuel de Sousa Ribeiro,"NOVA LINCS, NOVA University Lisbon, Portugal",research university
2303.02655,2023,João Leite,"NOVA LINCS, NOVA University Lisbon, Portugal",research university
2305.18269,2023,Yiran Mao,Google DeepMind,industry research lab
2305.18269,2023,Madeline G. Reinecke,"Google DeepMind, Yale University",industry research lab and research university
2305.18269,2023,Markus Kunesch,Google DeepMind,industry research lab
2305.18269,2023,Edgar A. Duéñez-Guzmán,Google DeepMind,industry research lab
2305.18269,2023,Ramona Comanescu,Google DeepMind,industry research lab
2305.18269,2023,Julia Haas,Google DeepMind,industry research lab
2305.18269,2023,Joel Z. Leibo,Google DeepMind,industry research lab
2305.05403,2023,Simon Razniewski,"Bosch Center for AI, Germany",industry research lab
2305.05403,2023,Hiba Arnaout,"Max Planck Institute for Informatics, Germany",national research institute
2305.05403,2023,Shrestha Ghosh,"Max Planck Institute for Informatics, Germany",national research institute
2305.05403,2023,Fabian Suchanek,"Telecom Paris, Institut Polytechnique de Paris, France",research university
2301.05154,2023,Jack Urbanek,Meta AI,industry research lab
2301.05154,2023,Pratik Ringshia,Meta AI,industry research lab
2306.15711,2023,Benjamin Devillers,Not explicitly stated in the provided text,unknown
2306.15711,2023,Léopold Maytié,Not explicitly stated in the provided text,unknown
2306.15711,2023,Rufin VanRullen,Not explicitly stated in the provided text,unknown
2306.14694,2023,Stylianos Loukas Vasileiou,Washington University in St. Louis,research university
2306.14694,2023,Ashwin Kumar,Washington University in St. Louis,research university
2306.14694,2023,William Yeoh,Washington University in St. Louis,research university
2306.14694,2023,Tran Cao Son,New Mexico State University,research university
2306.14694,2023,Francesca Toni,Imperial College London,research university
2305.08664,2023,Zhaori Guo,"University of Southampton, United Kingdom",research university
2305.08664,2023,Timothy J. Norman,"University of Southampton, United Kingdom",research university
2305.08664,2023,Enrico H. Gerding,"University of Southampton, United Kingdom",research university
2303.15113,2023,Fajar J. Ekaputra,WU (Vienna University of Economics and Business); TU Wien,research university
2303.15113,2023,Majlinda Llugiqi,WU (Vienna University of Economics and Business),research university
2303.15113,2023,Marta Sabou,WU (Vienna University of Economics and Business),research university
2303.15113,2023,Andreas Ekelhart,University of Vienna; SBA Research,research university
2303.15113,2023,Heiko Paulheim,University of Mannheim,research university
2303.15113,2023,Anna Breit,Semantic Web Company,tech company
2303.15113,2023,Artem Revenko,Semantic Web Company,tech company
2303.15113,2023,Laura Waltersdorfer,TU Wien,research university
2303.15113,2023,Kheir Eddine Farfar,TIB Leibniz Information Centre for Science and Society,national information centre
2303.15113,2023,Sören Auer,"TIB Leibniz Information Centre for Science and Society; L3S Research Center, Leibniz University of Hannover",national information centre
2303.13494,2023,Gaia Belardinelli,"University of Copenhagen, Copenhagen, Denmark",research university
2303.13494,2023,Thomas Bolander,"Technical University of Denmark, Kgs. Lyngby, Denmark",research university
